Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
14/TIDA/2487,SFI Technology Innovation Development Award,,,Aidan Quinn,https://orcid.org/0000-0003-4021-9990,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Development of foil-based 3-dimensional solid state supercapacitors for energy storage,01/01/2015,30/04/2016,119640.31
15/COEN/3037,EU Joint Programming Initiative,Centres for Excellence in Neurodegeneration (COEN),,Cora O'Neill,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Therapeutic targeting of impaired lysosomal flux in Alzheimer's disease,01/05/2016,31/10/2018,201111.7
15/CW/3134,SFI Conferences and Workshops Programme,,,Padraig Dunne,https://orcid.org/0000-0001-7018-144X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"ACAM/CECAM Ireland Workshop Series: Bridging Simulation, Experiment and Industrial Application in Biology and Advance Materials (Year VI)",01/05/2015,31/10/2015,18540.69
15/CW/3136,SFI Conferences and Workshops Programme,,,Brian Donnellan,https://orcid.org/0000-0002-0286-5169,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,International Design Science Conference (DESRIST),01/04/2015,30/09/2015,4100
15/CW/3137,SFI Conferences and Workshops Programme,,,Michael Tuite,https://orcid.org/0000-0002-7352-4556,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Workshop on vertex operator algebras and mock modular forms,01/04/2015,30/09/2015,3500
15/CW/3141,SFI Conferences and Workshops Programme,,,Louise Kenny,https://orcid.org/0000-0002-9011-759X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Inaugural INFANT Research Workshop hosted by UCC College of Medicine & Health.,01/05/2015,31/10/2015,4752.7
15/ERA-CSM/3267,EU Joint Programming Initiative,ERA-Net Cofund for Systems Medicine (ERACoSysMed),,Cormac Taylor,https://orcid.org/0000-0002-0946-1247,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,ERACoSysMed JTC - The impact of hypoxia on inflammation ad tumorigenesis in Ulcerative Colitis (OxyUC),01/05/2016,31/07/2019,295000.6
15/ERA-CSM/3268,EU Joint Programming Initiative,ERA-Net Cofund for Systems Medicine (ERACoSysMed),,Jochen Prehn,https://orcid.org/0000-0003-3479-7794,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,ERACoSysMed JTC - The impact of hypoxia on inflammation ad tumorigenesis in Ulcerative Colitis (OxyUC),01/05/2016,30/09/2019,285000
15/ERC/B3128,SFI ERC Development Programme,,,Laurence Gill,https://orcid.org/0000-0002-1599-1105,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,On-site wastewater treatment - the influence of the biomat on contaminant transport and attenuation,01/09/2015,28/02/2018,482273
15/ERC/B3131,SFI ERC Development Programme,,,Emma Tomlinson,https://orcid.org/0000-0002-0646-6640,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Halogens in magmatic systems: from mantle to crust,01/09/2015,28/02/2018,348142.9
15/ERC/I3142,SFI ERC Development Programme,,,Niall English,https://orcid.org/0000-0002-8460-3540,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Electric field-promoted Photolysis and Energy storage,01/06/2015,31/05/2017,567166
15/JP-HDHL/3270,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,John Cryan,https://orcid.org/0000-0001-5887-2723,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,A Menu for Brain Responses Opposing Stress-Induced Alternations in Cognition (AMBROSIAC),01/04/2016,30/09/2019,499492.5
15/JP-HDHL/3279,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,Paul O'Toole,https://orcid.org/0000-0001-5377-0824,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Diet Induced Arrangement of the gut Microbiome for Improvement of Cardiometabolic health (DINAMIC),01/06/2016,31/12/2019,499870.8
15/JP-HDHL/3280,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,Douwe van Sinderen,https://orcid.org/0000-0003-1823-7957,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Impact of early life on microbiome development and later health (EarlyMicroHealth),01/05/2016,31/10/2019,498272.4
15/CWB/3272,SFI Conferences and Workshops Programme,Brussels Conference Programme,,William Donnelly,,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,Europe's Opportunity in Digital Agriculture,01/12/2015,29/02/2016,17682.99
15/IA/3024 EPA(N),SFI Investigator Programme,,,Alice Wemaere,,Environmental Protection Agency (EPA),Science Foundation Ireland,10.13039/501100001602,Developing geochronology by LA-ICPMS imaging: applications of U-Pb calcite dating in raw materials research,01/12/2016,30/11/2021,-215973.38
15/IA/3024 GSI(N),SFI Investigator Programme,,,Koen Verbruggen,,Geological Survey of Ireland,Science Foundation Ireland,10.13039/501100001602,Developing geochronology by LA-ICPMS imaging: applications of U-Pb calcite dating in raw materials research,01/12/2016,30/11/2021,-215973.38
15/IA/3028 MI(N),SFI Investigator Programme,,,John Evans,,Marine Institute,Science Foundation Ireland,10.13039/501100001602,Wild farmed interactions in a changing world: formulation of a predictive methodology to inform environmental best practice to secure long-term sustainability of global wild and farm fish populations,01/08/2016,31/07/2021,-854793.65
15/IA/3100 MI(N),SFI Investigator Programme,,,John Evans,,Marine Institute,Science Foundation Ireland,10.13039/501100001602,Exploiting and conserving deep-sea genetic resources,01/09/2016,31/08/2021,-970075.05
15/IA/3131(T),SFI Investigator Programme,,,Paul Hurley,https://orcid.org/0000-0001-5137-721X,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Investigating Emerging 2D Semiconductor Technology,01/08/2017,31/08/2020,1718121
15/PSS/03,SFI-IRC Postgraduate Scholarship Scheme,STEM Education Theme,,Olive Walsh,,Irish Research Council,Science Foundation Ireland,10.13039/501100001602,STEM Awards x 2,01/10/2015,30/09/2019,101700.8
15/PSS/04,SFI-IRC Postgraduate Scholarship Scheme,STEM Education Theme,,Olive Walsh,,Irish Research Council,Science Foundation Ireland,10.13039/501100001602,Science Policy & Innovaton Awards x 4,01/10/2015,30/09/2019,286462
15/PSS/05,SFI-IRC Employment Based PhD Fellowships,,,Justin Sinnott,,Irish Research Council,Science Foundation Ireland,10.13039/501100001602,Employment Awards,01/10/2015,30/09/2019,262700
15/RI/3207(T),SFI Research Infrastructure Programme,,,Jennifer McElwain,https://orcid.org/0000-0002-1729-6755,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Integrated Plant Phenomics & Future Experimental Climate Platform,01/07/2017,31/12/2017,708255
15/RP/B3208,SFI Research Professorship Programme,,,Fengzhou Fang,https://orcid.org/0000-0002-8716-5988,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Ultra-precision Machining in Medical Device Manufacturing,01/09/2016,31/08/2021,6059392.9
15/RS-URF/3304,Royal Society - Science Foundation Ireland University Research Fellowship,University Research Fellowship,,Morgan Fraser,https://orcid.org/0000-0003-2191-1674,The Royal Society - Grant,Science Foundation Ireland,10.13039/501100001602,The Fate of the most massive stars,01/10/2016,30/09/2021,535861.7
15/RS-URF/3305,Royal Society - Science Foundation Ireland University Research Fellowship,University Research Fellowship,,John Goold,https://orcid.org/0000-0001-6702-1736,The Royal Society - Grant,Science Foundation Ireland,10.13039/501100001602,Thermodynamics for Quantum Technologies,01/10/2017,30/09/2022,523261.7
15/RS-URF/3306,Royal Society - Science Foundation Ireland University Research Fellowship,University Research Fellowship,,Richard Hobbs,https://orcid.org/0000-0003-0855-3710,The Royal Society - Grant,Science Foundation Ireland,10.13039/501100001602,Engineering energy transfer on the nanoscale at plasmonic surfaces,01/10/2016,30/09/2021,550561.7
15/RS-URF/3307,Royal Society - Science Foundation Ireland University Research Fellowship,University Research Fellowship,,Aidan McDonald,https://orcid.org/0000-0002-8930-3256,The Royal Society - Grant,Science Foundation Ireland,10.13039/501100001602,Bioinorganic Nucleophilic Reactivity of Metal-Bound Superoxide,01/10/2016,30/09/2021,550561.7
15/RS-URF/3308,Royal Society - Science Foundation Ireland University Research Fellowship,University Research Fellowship,,Sinead O'Keeffe,https://orcid.org/0000-0002-1131-9346,The Royal Society - Grant,Science Foundation Ireland,10.13039/501100001602,Advancing Photonics for Radiotherapy,01/10/2016,30/09/2021,547501.7
DP15 / 003,SFI Discover Programme,,,Sibel Erduran,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,"Step into Science:  Engaging Students, Teachers and Parents in Debates",01/01/2016,31/12/2016,14580
DP15 / 007,SFI Discover Programme,,,Adegboyega Ojo,https://orcid.org/0000-0003-0565-2115,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Apps4Gaps,01/01/2016,31/12/2016,3500
DP15 / 009,SFI Discover Programme,,,Valerie Cowman,https://orcid.org/0000-0003-1274-419X,The Cork Electronics Industry Association (CEIA),Science Foundation Ireland,10.13039/501100001602,Steering Youth to STEM (SYSTEM),01/01/2016,31/12/2016,48557
DP15 / 010,SFI Discover Programme,,,Nigel Flegg,https://orcid.org/0000-0002-3663-8749,The National Concert Hall,Science Foundation Ireland,10.13039/501100001602,Music and Science: Quadratics to Quavers,01/01/2016,31/12/2016,23300
DP15 / 013,SFI Discover Programme,,,Mary Colclough,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Science LIVE! - virtual tours of Irish science centres,01/01/2016,30/06/2018,29056
DP15 / 015,SFI Discover Programme,,,Vincent Wade,https://orcid.org/0000-0001-6133-5160,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The Problem-Solving Initiative (PSI),01/01/2016,31/12/2017,220000
DP15 / 018,SFI Discover Programme,,,Aoibhinn Ni Shuilleabhain,https://orcid.org/0000-0003-4823-495X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Maths Sparks: Problem Solving Workshops,01/01/2016,31/12/2016,12634.57
DP15 / 024,SFI Discover Programme,,,Eilish McLoughlin,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Physics Busking,01/01/2016,31/12/2016,31642
DP15 / 026,SFI Discover Programme,,,Mervyn Horgan,https://orcid.org/0000-0003-0315-2547,Cork City Council t/a Lifetime Lab,Science Foundation Ireland,10.13039/501100001602,VEX IQ Junior Robotics Programme,01/01/2016,31/12/2016,50000
DP15 / 030,SFI Discover Programme,,,Declan Gibbons,,Galway Film Resource Centre Ltd T/A Film Resource Centre,Science Foundation Ireland,10.13039/501100001602,Science on Screen - Galway,01/01/2016,31/12/2016,100000
DP15 / 034,SFI Discover Programme,,,Noirin Burke,,Galway Atlantaquaria,Science Foundation Ireland,10.13039/501100001602,Engaging the public and students with Ireland's Renewable Ocean Energy.,01/01/2016,31/12/2016,24000
DP15 / 037,SFI Discover Programme,,,Jessamyn Fairfield,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Bright Club,01/01/2016,31/12/2016,10441.11
DP15 / 041,SFI Discover Programme,,,Claire Mulhall,,Royal Dublin Society (RDS),Science Foundation Ireland,10.13039/501100001602,RDS Primary Science Fair Regionalisation,01/01/2016,30/09/2016,50000
DP15 / 044,SFI Discover Programme,,,Tadhg Crowley,https://orcid.org/0000-0003-1199-7806,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,"Gut Instinct: Art, food and feeling",01/01/2016,31/03/2017,15000
DP15 / 048,SFI Discover Programme,,,Jennifer Moroney-Ward,,Learning Hub Limerick Ltd,Science Foundation Ireland,10.13039/501100001602,Science Hub at Learning Hub Limerick,01/01/2016,31/12/2016,15000
DP15 / 051,SFI Discover Programme,,,Sheila Porter,,Scifest Limited,Science Foundation Ireland,10.13039/501100001602,SciFest,01/01/2016,31/12/2017,200000
DP15 / 058,SFI Discover Programme,,,Alf Desire,,British Council Ireland,Science Foundation Ireland,10.13039/501100001602,Famelab Ireland 2016,01/01/2016,31/12/2016,35850
DP15 / 060,SFI Discover Programme,,,Tomas Ward,https://orcid.org/0000-0002-6173-6607,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Dublin Maker 2016,01/01/2016,31/12/2016,50000
DP15 / 062,SFI Discover Programme,,,Aoibheann Bird,https://orcid.org/0000-0002-3603-5331,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Thesis in 3,01/01/2016,31/12/2016,15839.36
DP15 / 064,SFI Discover Programme,,,Susan Schreibman,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Letters of 1916: Community Engagement,01/01/2016,31/12/2016,10836.66
DP15 / 068,SFI Discover Programme,,,Jenny Beale,,Brigit's Garden,Science Foundation Ireland,10.13039/501100001602,Nature's Power 2: Energy and Environment Education for STEM,01/01/2016,31/12/2016,24000
DP15 / 074,SFI Discover Programme,,,Gillian Keating,,iWish STEM,Science Foundation Ireland,10.13039/501100001602,I Wish (Inspiring Women in Stem),01/01/2016,31/03/2016,25000
DP15 / 075,SFI Discover Programme,,,Sylvia Leatham,,The Institution of Engineers of Ireland,Science Foundation Ireland,10.13039/501100001602,Engineers Ireland STEPS programme 2016 & 2017: Engineering Futures,01/01/2016,31/12/2017,420000
DP15 / 078,SFI Discover Programme,,,Karen McCarthy,https://orcid.org/0000-0002-1795-8368,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,The Dissection of Instrumentation- Interactions between Art and Science,01/01/2016,31/12/2016,37459.24
DP15 / 081,SFI Discover Programme,,,Shane McCracken,https://orcid.org/0000-0003-2795-8895,Gallomanor Communications,Science Foundation Ireland,10.13039/501100001602,"I'm a Scientist/Engineer, Get me out of here!",01/01/2016,31/12/2016,34000
DP15 / 084,SFI Discover Programme,,,Niall Smith,https://orcid.org/0000-0001-7788-1991,Cosmos Education Ltd T/A Blackrock Castle Observatory,Science Foundation Ireland,10.13039/501100001602,Driving STEM Learning and Awareness using Space as the Theme,01/01/2016,31/12/2017,200000
DP15 / 087,SFI Discover Programme,,,Mervyn Horgan,https://orcid.org/0000-0003-0315-2547,Cork City Council t/a Lifetime Lab,Science Foundation Ireland,10.13039/501100001602,Exploristica' Adventures in Statistics,01/01/2016,31/12/2016,25000
DP15 / 091,SFI Discover Programme,,,Orla Feely,https://orcid.org/0000-0003-3426-6854,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Scientist's Apprentice - Irish Independent Book Series November 2016,01/01/2016,31/12/2016,143172.43
DP15 / 094,SFI Discover Programme,,,Lisa McKittrick,,Junior Achievement Ire Ltd,Science Foundation Ireland,10.13039/501100001602,Futurewize,01/01/2016,31/12/2016,80000
DP15 / 095,SFI Discover Programme,,,Marc McCarthy,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The Microbiome and Me,01/01/2016,30/06/2017,43500
DP15 / 096,SFI Discover Programme,,,Kate Morris,,Irish Universities Association (IUA),Science Foundation Ireland,10.13039/501100001602,Campus Engage Participate Programme - Building STEM capacity in Community-based Learning,01/01/2016,31/12/2016,28919
DP15 / 102,SFI Discover Programme,,,Lynn Scarff,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Going Deeper' at Science Gallery Dublin,01/01/2016,31/12/2016,50000
DP15 / 104,SFI Discover Programme,,,Hannah Spry,,Royal Society of Chemistry,Science Foundation Ireland,10.13039/501100001602,Expansion of Spectroscopy in a Suitcase(SIAS) and CPD in Ireland,01/01/2016,31/12/2016,50000
DP15 / 105,SFI Discover Programme,,,Edelle Moss,https://orcid.org/0000-0002-3559-7164,Feilte Dhuibh Linne Teoranta t/a St Patrick’s Day Festival,Science Foundation Ireland,10.13039/501100001602,SFI Discover Zone at The Festival Big Day Out,01/01/2016,30/04/2016,33367
DP15 / 106,SFI Discover Programme,,,Daniel Vincent McCarthy,,The Festival of Curiosity Ltd,Science Foundation Ireland,10.13039/501100001602,The Curiosity Studio,01/01/2016,31/12/2016,50000
DP15 / 107,SFI Discover Programme,,,Dominic McEvoy,,Kildare Education Centre,Science Foundation Ireland,10.13039/501100001602,The Algebra Project in Ireland,01/01/2016,31/12/2016,27319
DP15 / 110,SFI Discover Programme,,,Daniel Vincent McCarthy,,The Festival of Curiosity Ltd,Science Foundation Ireland,10.13039/501100001602,The Festival of Curiosity 2016 and 2017,01/01/2016,31/12/2017,200000
DP15 / 111,SFI Discover Programme,,,Suzanne Little,https://orcid.org/0000-0003-3281-3471,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Girl Hack Ireland,01/01/2016,31/12/2016,37776.46
DP15 / 112,SFI Discover Programme,,,Eoin Gill,,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,Maths Week Ireland,01/01/2016,31/12/2017,119998.3
DP15 / 116,SFI Discover Programme,,,Sheila Donegan,https://orcid.org/0000-0003-3815-2467,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,CALMAST STEM Outreach Hub for Southeast of Ireland,01/01/2016,31/12/2016,50000
DP15/032,SFI Discover Programme,,,Alan Gillespie,,Screentime Shinawil Limited,Science Foundation Ireland,10.13039/501100001602,Peak Performance,01/01/2016,31/12/2016,30000
DP15/114,SFI Discover Programme,,,Stephen Rooke,,Tile Films,Science Foundation Ireland,10.13039/501100001602,A Rough Guide to the Future,01/04/2016,31/01/2017,150000
15/RTE/01,SFI Discover Programme,,,Adrian Lynch,,RTE,Science Foundation Ireland,10.13039/501100001602,Joint Initiative,01/06/2015,31/05/2016,480000
15/FELLOWSHIP/1015,SFI Fellowship Programme,,,Jane Farrar,https://orcid.org/0000-0002-9959-1992,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,01/05/2015,30/04/2016,83790.7
15/FELLOWSHIP/1016,SFI Fellowship Programme,,,Marina Lynch,https://orcid.org/0000-0002-4631-0499,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,01/04/2015,31/05/2017,135990.4
15/FELLOWSHIP/1017,SFI Fellowship Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,22/06/2015,21/05/2017,110350.08
15/FELLOWSHIP/1018,SFI Fellowship Programme,,,Alan Smeaton,https://orcid.org/0000-0003-1028-8389,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,01/09/2015,31/03/2017,96620.8
15/FELLOWSHIP/1019,SFI Fellowship Programme,,,Dean of Research (TCD),,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,14/09/2015,13/09/2017,232783.2
15/FELLOWSHIP/1020,SFI Fellowship Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,14/09/2015,13/09/2017,115497.2
15/FELLOWSHIP/1021,SFI Fellowship Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,20/07/2015,19/05/2017,114391.18
15/FELLOWSHIP/1022,SFI Fellowship Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,10/12/2015,09/05/2017,79090.76
15/Fellowship/1023,SFI Fellowship Programme,,,VP Research (UCD),,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,14/12/2015,13/12/2017,104099
15/FELLOWSHIP/1024,SFI Fellowship Programme,,,Noel O'Connor,https://orcid.org/0000-0002-4033-9135,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,SFI Fellowship,01/02/2016,31/01/2018,173854.93
15/WT/IA/3286,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Investigator Awards in Science,,Luke O'Neill,https://orcid.org/0000-0002-4333-2748,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,Metabolic reprogramming in innate immunity,01/03/2016,28/02/2021,560650
15/WT/SEED/3261,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Dervla O'Malley,https://orcid.org/0000-0002-7031-4879,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,Electrophysiological investigations on the molecular mechanisms underlying gut-to-brain signalling evoked by colonic microbiota,01/05/2015,30/04/2017,29890
15/WT/SEED/3284,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Andriy Temko,https://orcid.org/0000-0001-6548-0971,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,Sound based observation of neonatal brain growth and status,01/04/2016,31/03/2018,28509
15/WT/SEED/3285,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Elizabeth Heron,https://orcid.org/0000-0003-2219-4005,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,"Artificial neural Networks, Genomic Data and Case-Control Classification",02/04/2016,01/04/2018,19670.5
15/BIAP/3194,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme,,Martin Steinhoff,https://orcid.org/0000-0002-7090-2187,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Development of an antibody therapeutic for the treatment of neuropathic pain and chronic pruritus (itch),01/01/2016,31/07/2017,142883
15/BIAP/3181,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme,,Anne Moore,https://orcid.org/0000-0003-3656-4230,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,A novel antibody approach to enhance T-cell activation for cancer therapy,01/01/2016,31/10/2018,487251.65
15/BIAP/3185,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme,,Leonie Young,https://orcid.org/0000-0001-9617-7983,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Development of a novel biotherapeutic for the treatment of ER-positive primary and metastatic breast cancer,01/01/2016,31/12/2018,443633.39
15/SIRG/3293(T),SFI Starting Investigator Research Grant,,,Klaas-Jan Stol,https://orcid.org/0000-0002-1038-5050,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Software Development with Alternative Workforces,01/09/2017,30/11/2020,405983
15/SIRG/3429(T),SFI Starting Investigator Research Grant,,,Susan Kelleher,https://orcid.org/0000-0003-0529-7328,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Polymeric nanoneedle arrays for injecting drugs into cells for localised gene therapy (GeneInject),01/10/2016,30/09/2020,517236.8
15/SIRG/3508(T),SFI Starting Investigator Research Grant,,,Jianghui Meng,https://orcid.org/0000-0002-3107-4200,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Unravelling the role of SNARE proteins in pruritus (itch) and developing novel SNARE-targeting biotherapeutics for treating chronic itch,01/11/2016,31/10/2020,519440.8
15/SPP/3212,SFI Strategic Partnership Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Biomarkers and drug targets for autoimmune diseases,01/10/2015,31/12/2018,600049.33
15/SPP/3244,SFI Strategic Partnership Programme,,,Orla Hardiman,https://orcid.org/0000-0003-2610-1291,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"Project MinE Ireland: sequencing and analysis of 1,050 Irish genomes to identify the causes of amyotrophic lateral sclerosis",01/01/2016,31/12/2019,1045962.3
15/SPP/3257,SFI Strategic Partnership Programme,,,Walter Kolch,https://orcid.org/0000-0001-5777-5016,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Usage of Omics Technology for Identification of Critical Mediators and Pathways in Patients with Recalcitrant Atopic Dermatitis, Psoriasis and Hidrenitis Suppurvativa",01/04/2016,31/03/2020,682001
15/SPP/E3125,SFI Strategic Partnership Programme,,,Andrew Keane,https://orcid.org/0000-0001-8527-514X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Energy Systems Integration Partnership Programme (ESIPP),01/11/2015,31/08/2021,7128227
15/TIDA/2822(T),SFI Technology Innovation Development Award,,,Roger Preston,https://orcid.org/0000-0003-0108-4077,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,A novel neuroprotective agent for enhanced treatment of ischemic stroke�,01/09/2016,31/08/2017,67903.56
14/TIDA/2267 TIDA Training 2015,SFI Technology Innovation Development Award,Training,,Aisling Dunne,https://orcid.org/0000-0002-2342-9518,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Assessment of marine derived linear tetrapyrroles as immunosuppressive agents for organ transplantation,01/01/2017,31/12/2017,4495.7
14/TIDA/2287 TIDA Training 2015,SFI Technology Innovation Development Award,Training,,Jennifer Mahony,https://orcid.org/0000-0001-5846-6303,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Next generation diagnostic tools for problematic dairy bacteriophages,01/01/2017,31/12/2019,3500
14/TIDA/2348(T) TIDA Training 2015,SFI Technology Innovation Development Award,Training,,Antoinette Perry,https://orcid.org/0000-0002-6108-512X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,epiCaPture: A non-invasive urine test for early detection of High-Risk Prostate Cancer,01/01/2017,31/12/2017,3500
14/TIDA/2370 TIDA Training 2015,SFI Technology Innovation Development Award,Training,,Jacintha O'Sullivan,https://orcid.org/0000-0001-8622-9858,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Development and validation of an integrated 21-marker molecular test for predicting response to chemoradiation therapy in oesophageal adenocarcinoma patients,01/01/2017,31/05/2018,3395.52
14/TIDA/2391 TIDA Traning 2015,SFI Technology Innovation Development Award,Training,,Charles Spillane,https://orcid.org/0000-0003-3318-323X,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,High Metal Yeast for Improved Pig Nutrition,01/01/2017,31/12/2017,1098.17
14/TIDA/2486 TIDA Training 2015,SFI Technology Innovation Development Award,Training,,Eric Moore,https://orcid.org/0000-0001-5756-5684,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Development of a minimally invasive smart impedance probe for detection of malignant and non-malignant breast masses,01/07/2016,30/06/2017,5500
15/US-C2C/I3132,SFI US-Ireland R&D Partnership Programme,Centre to Centre  Mechanism,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Agile Cloud Service Delivery Using Integrated Photonics Networking,01/12/2015,31/08/2019,1633790
15/US-C2C/I3133,SFI US-Ireland R&D Partnership Programme,Centre to Centre  Mechanism,,Michael Zaworotko,https://orcid.org/0000-0002-1360-540X,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Partnership in continuous manufacturing for nano-based drug products,01/01/2016,31/12/2019,548550
15/US/B3130,SFI US-Ireland R&D Partnership Programme,Full Proposal,,Catherine Godson,https://orcid.org/0000-0003-0655-1041,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Integrative genomic, epigenetic and functional studies in diabetic kidney disease",01/05/2016,30/04/2021,798292
15/US/B3130(N),SFI US-Ireland R&D Partnership Programme,Full Proposal,,Catherine Godson,https://orcid.org/0000-0003-0655-1041,Health Research Board (HRB),Science Foundation Ireland,10.13039/501100001602,"Integrative genomic, epigenetic and functional studies in diabetic kidney disease",01/05/2016,30/04/2021,-345538.71
15/US/B3234,SFI US-Ireland R&D Partnership Programme,Full Proposal,,John O'Sullivan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,AMASS: Advanced Manufacturing and Assembly of Steel Structures planning grant,01/07/2016,30/06/2020,435063.2
