Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
00/PI.1/B038,SFI Principal Investigator Programme,,,Seamus Martin,https://orcid.org/0000-0002-8539-3143,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Establishing functional proteomic maps of proteins involved in apoptosis,01/10/2001,04/03/2007,5471668.03
00/PI.1/B045,SFI Principal Investigator Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines,01/10/2001,04/12/2006,8069351.7
00/PI.1/B052,SFI Principal Investigator Programme,,,Kenneth Wolfe,https://orcid.org/0000-0003-4992-4979,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functional Organisation of Eukaryotic Genomes,01/10/2001,04/12/2006,5632098.22
00/PI.1/C017,SFI Principal Investigator Programme,,,John Lewis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Measurement-Based Resource Management in Communication Networks.,01/12/2001,05/11/2006,2993354.6
00/PI.1/C028,SFI Principal Investigator Programme,,,John Pethica,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Nanostructures and Molecule Mechanics.,01/12/2001,04/05/2007,7567188.72
00/PI.1/C042,SFI Principal Investigator Programme,,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Studies of Surfaces and Interfaces of Magnetic Spinel Oxides.,01/12/2001,05/11/2006,7785757.07
00/PI.1/C043A,SFI Principal Investigator Programme,,,Michael Coey,https://orcid.org/0000-0003-0053-8452,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Conception and Implementation of Nanoscale Spin Electronics (CINSE),01/12/2001,05/11/2006,7458077.04
00/PI.1/C067,SFI Principal Investigator Programme,,,Doug Leith,https://orcid.org/0000-0003-4056-4014,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Centre for the analysis and design of interacting computer controlled systems,01/11/2001,04/04/2007,7939335.11
00/PI.1/C072,SFI Principal Investigator Programme,,,Eoin O'Reilly,https://orcid.org/0000-0001-5537-2985,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,The Physics of Next Generation ICT Photonic Devices..,01/12/2001,28/02/2007,6343003
00/PI.1/C075,SFI Principal Investigator Programme,,,Eugene Freuder,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Constraint Computation: Automation and Application,01/12/2001,05/11/2006,8240514.66
00/PI.1/C077A.2,SFI Principal Investigator Programme,,,John Boland,https://orcid.org/0000-0002-3229-8038,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Atomtronics: Nanoscale Science and Technology for Future Information.,01/12/2001,04/05/2007,8287672.71
01/F.1/B006,SFI Principal Investigator Programme,,,Kevin Mitchell,https://orcid.org/0000-0002-3433-4530,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,A molecular genetic approach to elucidate brain wiring mechanisms in mouse,01/06/2002,02/11/2007,1814153.9
01/F.1/B022,SFI Principal Investigator Programme,,,Cormac Taylor,https://orcid.org/0000-0002-0946-1247,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Impact of Hypoxia on cAMP-dependent Pro-inflammatory Gene Expression in Epithelial Cells,01/08/2002,06/07/2007,1612706.12
01/F.1/B028,SFI Principal Investigator Programme,,,David MacHugh,https://orcid.org/0000-0002-8112-4704,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Analysis of mammalian physiological and genetic regulatory networks using cDNA microarrays,01/10/2002,03/03/2008,1152315.01
01/F.1/B036,SFI Principal Investigator Programme,,,Lothar Steidler,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Study of elements controlling human interleukin-10 expression and secretion in the probiotic.,01/01/2003,31/12/2007,1385825
01/F.1/C004,SFI Principal Investigator Programme,,,Toby Walsh,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Sensitivity Analysis Solution Stability and Uncertainty in Constraint Programming,01/04/2002,06/03/2007,651381.52
01/F.1/C013,SFI Principal Investigator Programme,,,Guillaume Huyet,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Nonlinear Dynamics and Quantum Optics of Semiconductor lasers for Phototonic Applications,01/08/2002,02/01/2008,1924425.96
01/F.1/C015,SFI Principal Investigator Programme,,,Nicholas Kushmerick,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Reliable and Scalable Information Services,01/04/2002,06/03/2007,648628.13
01/F.1/C023,SFI Principal Investigator Programme,,,Conor Heneghan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,A Signal Processing Perspective on Multicarrier Communication Technology,01/10/2002,05/09/2007,688991.25
01/F1/B018,SFI Principal Investigator Programme,,,Ciaran Morrison,https://orcid.org/0000-0003-2401-7029,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,DNA double-strand break repair and the maintenance of genomic stability,01/09/2002,06/08/2007,1624292.94
01/PI.2/B024,SFI Principal Investigator Programme,,,Luke O'Neill,https://orcid.org/0000-0002-4333-2748,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Toll-like receptors: targets for intervention in inflammatory and infectious diseases,01/08/2002,02/01/2008,3605786.43
01/PI.2/C033,SFI Principal Investigator Programme,,,Suzi Jarvis,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Function of Nanoscale Complex Systems,01/07/2002,03/09/2007,4238287.2
01/PI.2/C041,SFI Principal Investigator Programme,,,Martyn Pemble,https://orcid.org/0000-0002-2349-4520,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Novel Routes to the Production of Nanoscale Electronic and Photonic Materials via Chemical Self-Assembly and Templated Surface Engineering,01/02/2004,11/03/2008,2098882.1
01/PI.2/B039C,SFI Principal Investigator Programme,,,Christopher Dainty,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Advanced Techniques of Optical Imaging and their application in Biomedicine and Information Technology,01/07/2002,05/06/2007,6196746.05
01/PI.2/C009,SFI Principal Investigator Programme,Principal Investigator - Fellowship,,David Parnas,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Mathematical Foundations Practical Notations and Tools for Reliable Flexible Systems,01/10/2002,03/03/2008,5268514.26
02/CE.1/B141,SFI Centres for Science Engineering and Technology Programme,,,Dolores Cahill,,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,CSET NCHP: National Centre for Human Proteomics,01/05/2003,17/09/2005,7096876.83
02/CE.1/I131,SFI Centres for Science Engineering and Technology Programme,,,Stefan Decker,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,CSET DERI: Digital Enterprise Research Centre,16/06/2003,19/06/2008,12945751.1
02/CE1/B124,SFI Centres for Science Engineering and Technology Programme,,,Fergus Shanahan,https://orcid.org/0000-0003-0467-0936,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,CSET APC: Alimentary Pharmabiotic Centre,01/10/2003,04/09/2008,17288259.33
02/CE.1/I142,SFI Centres for Science Engineering and Technology Programme,Planning,,John Pethica,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,CSET CRANN: Centre for Research on Adaptive Nanostructures and Nanodevices,01/05/2003,28/10/2003,249301.9
02/CE.1/I148,SFI Centres for Science Engineering and Technology Programme,Planning,,William Donnelly,,Waterford Institute of Technology (WIT),Science Foundation Ireland,10.13039/501100001602,CSET NTSRC: National Telecommunications Services Research Centre,01/12/2002,26/11/2003,823299.1
02/IN.1/B030,SFI Principal Investigator Programme,,,Carmel Mothersill,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Harnessing Radiation Induced Effects for Medicine and Biotechnology,01/12/2002,25/03/2004,545343
02/IN.1/B032,SFI Principal Investigator Programme,,,Anne Burnell,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,The Exploitation of Anhydrobiotic Genes for the Preservation of Intact Proteins Cells and Tissues in Dry State,01/01/2003,09/06/2007,897677.49
02/IN.1/B043,SFI Principal Investigator Programme,,,Keith Tipton,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Computational Approaches to the Representation & Analysis of Metabolic Systems & Synaptic Events,01/12/2002,08/02/2007,1089636.68
02/IN.1/B065,SFI Principal Investigator Programme,,,Charles Dorman,https://orcid.org/0000-0002-6018-9170,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The Fis Global Regulator and Virulence Gene Expression in Salmonella Enterica Serovar Typhimurium in Vitro & in Vivo,01/04/2003,11/03/2007,1019288.42
02/IN.1/B070,SFI Principal Investigator Programme,,,Mary McCaffrey,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Functional Characterisation of Rab4-and Rab 11-Interacting Proteins in Endosomal Recycling,01/10/2002,15/09/2005,1005462.89
02/IN.1/B093,SFI Principal Investigator Programme,,,Timothy Mantle,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Pharmacological Manipulation of Bilirubin Levels: Implications for Neonatal Jaundice and Coronary Care,01/11/2002,11/10/2006,1006030.34
02/IN.1/B102,SFI Principal Investigator Programme,,,Phil Dix,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Metabolic Engineering of the Chloroplast for Health and Industry,01/10/2002,10/09/2006,642337.89
02/IN.1/B110,SFI Principal Investigator Programme,,,Roger Anwyl,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigations of the Mechanisms Underlying the Induction of Synaptic Plasticity: Role of Metabotropic Glutamate Receptors and Amyloid,01/01/2003,09/06/2007,999794.61
02/IN.1/B113,SFI Principal Investigator Programme,,,Michael Gill,https://orcid.org/0000-0003-0206-5337,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,A Genomic Investigation of the Major Psychotic Disorders,01/01/2003,09/06/2007,1005504.07
02/IN.1/B116,SFI Principal Investigator Programme,,,Michael Rowan,https://orcid.org/0000-0002-3867-9536,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigations of the Mechanisms Regulating the Induction of Synaptic Plasticity in the Intact Brain: Effects of Stress and Amyloid,16/12/2002,25/11/2006,1002513.1
02/IN.1/B117,SFI Principal Investigator Programme,,,Gerard Cagney,https://orcid.org/0000-0001-7189-9496,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Quantitative Proteomics of Human Platelets,01/09/2003,11/08/2007,1064041.76
02/IN.1/B1261,SFI Principal Investigator Programme,,,Fergal O'Gara,https://orcid.org/0000-0002-2659-0673,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,An Integrated Systems Biology Approach to Elucidating the Nature of Molecular Signalling in Microbial-Host Interactions,01/09/2003,09/11/2007,1007738.05
02/IN.1/B183,SFI Principal Investigator Programme,,,Denis Shields,https://orcid.org/0000-0003-4015-2474,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Functional Bioinformatics of Protein Micro-Domains and the Design of Biologically Active Peptides from Transmembrane Proteins,01/10/2003,10/09/2007,1017447.27
02/IN.1/B192,SFI Principal Investigator Programme,,,Andrew Bowie,https://orcid.org/0000-0001-5316-4373,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Elucidating Toll-Like Receptor Function Using the Vaccinia Virus Proteins A46R and A52R,01/08/2003,11/07/2007,965127.18
02/IN.1/B198,SFI Principal Investigator Programme,,,Douwe van Sinderen,https://orcid.org/0000-0003-1823-7957,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Molecular Investigation of Host and Parasite-Encoded Factors Involved in Viral Entry into Gram-Positive Bacteria,01/10/2003,08/03/2008,536582.94
02/IN.1/B203,SFI Principal Investigator Programme,,,Wim Meijer,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,A Novel Virulence Mechanism of the Intracellular Pathogen Rhodococcus Equi: Protein Networks Their Role in Virulence and Impact on Macrophage Physiology,01/10/2003,08/03/2008,873839.9
02/IN.1/B218,SFI Principal Investigator Programme,,,Justin V McCarthy,https://orcid.org/0000-0002-2667-7365,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Characterisation of Presenilins Involvement in Cell Survival Signalling Pathways,21/07/2003,28/10/2007,547185.8
02/IN.1/B222,SFI Principal Investigator Programme,,,Thomas Cotter,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Unravelling the Regulation of Apoptosis in Vivo Animal Models with a Focus on Caspase Independent Cell Death,01/10/2003,09/12/2007,913192.07
02/IN.1/B227,SFI Principal Investigator Programme,,,John L Waddington,,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Targeted Gene Deletion of Dopamine Receptor Subtypes and Associated Transduction Mechanisms: Systematic Comparison of Functional Phenotype and Platforms for Drug Discovery in Congenic Knockouts,01/10/2003,08/03/2008,966659.78
02/IN.1/B232,SFI Principal Investigator Programme,,,Geraldine Butler,https://orcid.org/0000-0002-1770-5301,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genomic Analysis of Biofilm Formation by the Pathogenic Yeast Candida Parapsilosis,01/09/2003,07/02/2008,976361.79
02/IN.1/B238,SFI Principal Investigator Programme,,,Peter Humphries,https://orcid.org/0000-0003-2928-5700,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Exploration of Molecular Pathology and Molecular Therapeutics for Inherited Retinal Degenerations,01/05/2003,08/08/2007,986964.78
02/IN.1/B256,SFI Principal Investigator Programme,,,Daniel Bradley,https://orcid.org/0000-0001-7335-7092,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Mammalian Population Genomics and Selection: Detection of Loci with Functionally Significant Variation in the Bovine Genome,01/10/2003,08/03/2008,1011518.85
02/IN.1/B266,SFI Principal Investigator Programme,,,Martin Caffrey,https://orcid.org/0000-0002-2931-4551,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,The Structural Biology of Membrane Proteins: Proteomics via Crystal Structure,03/11/2003,10/04/2008,2481914.75
02/IN.1/B267,SFI Principal Investigator Programme,,,Paula Murphy,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Gene Expression Analysis and 3-Dimensional Computer Modelling of Wnt Signalling Pathways in the Developing Limb and Face of Mouse embryos Using Optical Projection Tomography,22/09/2003,19/03/2008,588465.98
02/IN.1/B49,SFI Principal Investigator Programme,,,Charles Spillane,https://orcid.org/0000-0003-3318-323X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Functional and Evolutionary (epi) Genomics of Genocis Imprinting Dosage and Apomixis Technology Development in Plants,01/06/2003,11/05/2007,1043101.59
02/IN.1/B52,SFI Principal Investigator Programme,,,Shirley O'Dea,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Determination of Stem Cell and Differentiation Pathways Within the Lung Epithelium,01/10/2002,10/09/2006,658858.15
02/IN.1/B59,SFI Principal Investigator Programme,,,Rosemary O'Connor,https://orcid.org/0000-0002-0687-3422,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Characterization of New Genes that are Associated with Cellular Transformation and IGF-1 Receptor Function,01/12/2002,10/11/2006,941414.79
02/IN.1/B60,SFI Principal Investigator Programme,,,Colin Hill,https://orcid.org/0000-0002-8527-1445,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Post-Translational Machinery Responsible for a L-Serine to D-Alanine Conversion in the Lantibiotic Peptide Lacticin 3147; The Role of Modified Amino Acids in Antimicrobial Activity,01/12/2002,10/11/2006,892952.91
02/IN.1/B68,SFI Principal Investigator Programme,,,Seamas Donnelly,https://orcid.org/0000-0001-7145-1843,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Macrophage Migration Inhibitory Factor (MIF) Aberrant Remodelling/Repair & Chronic Inflammation,01/02/2003,10/07/2007,924889.53
02/IN.1/B78,SFI Principal Investigator Programme,,,Alexander Evans,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Functional Genomics of Tissue Development in Reproduction,01/01/2003,11/12/2006,967187.1
02/IN.1/B84,SFI Principal Investigator Programme,,,Damian Arrigan,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Interfacial Processes for Future Bioelectroanalytical Sensing,01/02/2003,10/07/2007,1152624.44
02/IN.1/I025,SFI Principal Investigator Programme,,,Thomas Brazil,https://orcid.org/0000-0002-4534-0418,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Modelling Techniques and Simulation Algorithms for High Frequency/High Speed Electronic Circuit and System Design,01/04/2003,07/09/2007,891784.74
02/IN.1/I031,SFI Principal Investigator Programme,,,Jagdish K. Vij,https://orcid.org/0000-0001-7918-126X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Electro-Optical and Spectroscopic Research on Devices Using Chiral Smectic Liquid Crystals for Photonic Applications,01/02/2003,10/07/2007,1006495.19
02/IN.1/I042,SFI Principal Investigator Programme,,,Michael Connelly,https://orcid.org/0000-0003-1661-9265,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,All-Optical Processing Using Semiconductor Optical Amplifiers in Terabit/s Photonic Communication Systems,01/02/2003,10/07/2007,980065.35
02/IN.1/I045,SFI Principal Investigator Programme,,,Michael Peter Kennedy,https://orcid.org/0000-0003-3242-1056,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Design Methodology for Next-Generation Fractional-N Frequency Synthesizers,01/01/2003,03/06/2008,636669.84
02/IN.1/I048,SFI Principal Investigator Programme,,,Conor Ryan,https://orcid.org/0000-0002-7002-5815,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Grammatical Evolution - A Single Evolutionary Framework,01/10/2002,10/09/2006,1235075.92
02/IN.1/I056,SFI Principal Investigator Programme,,,Paul Whelan,https://orcid.org/0000-0001-9230-7656,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Automated Computer Analysis of Computed Tomography Colongraphy Image Data Sets.,01/10/2002,10/09/2006,534891.17
02/IN.1/I058,SFI Principal Investigator Programme,,,David Nikogosyan,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Femtosecond Laser-Induced Bragg and Long-Period Gratings,01/12/2002,20/11/2004,487606.9
02/IN.1/I095,SFI Principal Investigator Programme,,,Jean-Paul Mosnier,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,ZnO-Based Material Systems for ICT Applications,01/12/2002,09/05/2007,1335250.66
02/IN.1/I100,SFI Principal Investigator Programme,,,Julie Berndsen,https://orcid.org/0000-0002-1851-3643,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,MUSTER - Multilingual Ubiquitous Speech Technology: Enhanced and Rethought,01/11/2002,09/04/2007,816705.11
02/IN.1/I108,SFI Principal Investigator Programme,,,Brian Fitzgerald,https://orcid.org/0000-0001-9193-2863,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Building a Bi-Directional Bridge Between Theory and Practice (B4-STEP),01/10/2002,10/09/2006,931134.55
02/IN.1/I111,SFI Principal Investigator Programme,,,Padraig Cunningham,https://orcid.org/0000-0002-3499-0810,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The Knowledge Discovery Project: Tools to Uncover New Knowledge through Data Mining in Bioinformatics Medical Informatics and Finance,01/10/2002,10/09/2006,959593.44
02/IN.1/I147,SFI Principal Investigator Programme,,,Albert Rogers Ellingboe,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Centre for Plasma Formation Measurement and Control,07/04/2003,13/09/2007,3989022.42
02/IN.1/I172,SFI Principal Investigator Programme,,,Clivia Sotomayor Torres,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Silicon-Based Photonic Circuits Containing 2- and 3-Dimensional Photonic Crystal Waveguides and Light Sources for Communication Applications in the Visible and Near-Infrared Spectral Range,01/12/2002,03/05/2008,3384677.5
02/IN.1/I175,SFI Principal Investigator Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Computational Spintronics at the Molecular Level,15/09/2003,23/12/2007,955345
02/IN.1/I181,SFI Principal Investigator Programme,,,Michel Schellekens,https://orcid.org/0000-0002-0395-0488,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Efficiency Orientated Programming Languages: An Average Case Analysis Tool,07/04/2003,11/03/2008,1021974.1
02/IN.1/I208a,SFI Principal Investigator Programme,,,John Morrison,https://orcid.org/0000-0002-0134-6025,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,WebCom-G: Grid Middleware to Hide the Grid,01/10/2003,08/03/2008,4923436
02/IN.1/I217,SFI Principal Investigator Programme,,,Noel Buckley,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Microstructural Study of Electrodeposited Copper Metallization for Advanced Microelectronic Devices for Information Communications Technology,01/10/2003,08/03/2008,1015025.75
02/IN.1/I229,SFI Principal Investigator Programme,,,Stephen Fahy,https://orcid.org/0000-0002-4345-9415,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Carrier Scattering and Localisation in Semiconductor Alloys: From First Principles to Materials,01/10/2003,07/02/2008,865280.28
02/IN.1/I230,SFI Principal Investigator Programme,,,Liam Bannon,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Shared Worlds - The Design Development Deployment and Evaluation of Novel Interactive Artifacts and Environments in Public Shared Spaces Based on a Human Activity Conceptual Model,01/06/2003,11/05/2007,969744.87
02/IN.1/I236,SFI Principal Investigator Programme,,,Werner Blau,https://orcid.org/0000-0002-9666-7058,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Applications of Carbon Nanotubes and Self-Assembling Molecular Nanowires in Electronic and Optoelectronic Devices,01/09/2003,11/08/2007,889464.93
02/IN.1/I250,SFI Principal Investigator Programme,,,Vinny Cahill,https://orcid.org/0000-0002-0822-3490,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Middleware for Sentient Computing,01/10/2003,10/09/2007,1028157.48
02/IN.1/I28,SFI Principal Investigator Programme,,,Sile Nic Chormaic,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Investigation of Active and Passive Spherical Glass Microresonators for Advancements in Telecommunications and Quantum Information Technology,16/09/2003,13/03/2008,717189.6
02/IN.1/I39,SFI Principal Investigator Programme,,,Orla Feely,https://orcid.org/0000-0003-3426-6854,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Nonlinear Effects in Communications Circuits and Systems,01/01/2003,09/06/2007,838963.89
02/IN.1/I40,SFI Principal Investigator Programme,,,Thomas Conway,https://orcid.org/0000-0003-1975-5019,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Development of Coding and Signal Processing for Gbps Data Storage and Baseband Communciations,01/10/2002,13/01/2006,245236.02
02/IN.1/I47,SFI Principal Investigator Programme,,,John Donegan,https://orcid.org/0000-0002-5240-1434,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Quantum-Dot Microlasers With a Spherical Dielectric Microcavity for Fiber-Optic Communications,01/12/2002,15/11/2005,561612.57
02/IN.1/I71,SFI Principal Investigator Programme,,,Alan Morrison,https://orcid.org/0000-0002-4049-2148,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,PhoCUS: Photon Counting Universal Sensors for Applications in ICT and Biotechnology,01/12/2002,08/02/2007,894316.63
02/IN.1/I91,SFI Principal Investigator Programme,,,John Anthony Murphy,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,The Development of an Integrated Quasi-Optical and Electromagnetic Numerical Simulator for the Computer Aided Design and Analysis of Novel Terahertz Systems,01/12/2002,10/11/2006,830333.43
02/IN.1/I92,SFI Principal Investigator Programme,,,Jim Greer,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Computation of the Mechanical and Electrical Properties of Oxide/Semiconductor Structures,01/05/2003,07/10/2007,1189113.8
02/IN.1/I99,SFI Principal Investigator Programme,,,Gerard O'Sullivan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Opening the Extreme Ultra-Violet Lithography Source Bottleneck: The Development of a 13.5nm Plasma Based Source for the Semiconductor Industry,01/12/2002,10/11/2006,957438.74
02/IN.1/IM062,SFI Principal Investigator Programme,,,James Gleeson,https://orcid.org/0000-0003-3410-2817,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Mathematical Modelling of Randomness for applications in ICT and Biotechnology,01/10/2002,10/09/2006,544453.73
02/IN.1/M231,SFI Principal Investigator Programme,,,Alan Ryder,https://orcid.org/0000-0002-3133-4340,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Nanoscale Biophotonics: Novel Approaches to Ultra-Sensitive and High Accuracy Fluorescence Techniques,01/08/2003,07/01/2008,1055984.88
02/IN.1/M235,SFI Principal Investigator Programme,,,Donald Fitzmaurice,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Using High-Information Content Molecules to Template the Self Assembly in Solution and Self-Organisation at Patterned Substrates of Functional Nanoscale Components and Devices Incorporating Asymmetric Nanoparticles,01/06/2003,15/06/2006,779308.68
02/W/B12,SFI ETS Walton Visitor Award,,,Michael Organ,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Discovery of Therapeutic Targets in the Post-Genomics Era,01/07/2002,26/06/2003,153871.9
02/W/B13,SFI ETS Walton Visitor Award,,,Jp Richard,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Chemical Exploration of the Oxidative Metabolites of Aromatic Hydrocarbons,01/07/2002,27/05/2003,80340
02/W/B14,SFI ETS Walton Visitor Award,,,Christopher Vaughan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Understanding the Role of the Brain in Fatigue,01/07/2002,26/06/2003,188992
02/W/B15,SFI ETS Walton Visitor Award,,,Paul Brindley,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genomics and Proteomics approach to the control of emerging and re-emerging infectious diseases,01/07/2002,27/04/2003,75442.9
02/W/B16,SFI ETS Walton Visitor Award,,,Michael Carroll,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Computational Biomechanics,01/07/2002,26/06/2003,158305.24
02/W/B18,SFI ETS Walton Visitor Award,,,Max Dow,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cyclic-di-GMP signalling and the Environmental Regulation of Virulence Gene Expression in Bacterial Pathogens of Humans and Plants,01/07/2002,26/06/2003,115644.01
02/W/B287,SFI ETS Walton Visitor Award,,,Gordon Wallace,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Novel Micropatterned Platforms Utilising Inherently Conducting Polymers,01/03/2003,27/10/2003,141258
02/W/B288,SFI ETS Walton Visitor Award,,,Michael Scott,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Gene-Specific Silencing of PrP Expression by Small Interfering RNAs,01/03/2003,24/02/2004,193727.07
02/W/I02a,SFI ETS Walton Visitor Award,,,Atsuo Fukuda,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Materials Design and Molecular Alignments for V Shaped switching in Liquid Crystal on Silicon Microdisplays for Multimedia and IT,01/07/2002,26/06/2003,222974.7
